,1,2,3.0,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,SV,KWD,Additional KWs,Old H1,New Header,Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Notes,PSD,Des. URL,Notes,Dev. URL,Date Published ,Live URL ,map_id,map_data,meta_tag,H1_tag,New Header ,Extracted Text,Meta_Link,H1_Link,Article_Link,Title_Link,Page_type,H1_id,H1_com,Meta_id,Meta_com,Article_link,Article_id,Title_id,Title_com,H1_Updated_DB,Meta_Updated_DB,Title_Updated_DB,Fields_Tables_D
35,,openSUSE Linux Distribution,,,,Combine Pages,https://linuxsecurity.com/advisories/opensuse/,,"duplicate, consider redirect to https://linuxsecurity.com/advisories/opensuse",openSUSE Linux Distribution,,,,openSUSE Linux Distribution,,openSUSE Linux Distribution - Security Advisories - Page 1 | LinuxS...,,0,https://linuxsecurity.com/advisories/opensuse/,openSUSE Linux Distribution - Security Advisories - Page 1 LinuxSecurity.com is the community's central source for information on Linux and open source security,,,Website Page,,,,,,,,,,,35,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,,,,index.php?option=com_sppagebuilder&view=page&id=61,,,SP Page Builder Module,61,xu5gc_sppagebuilder,,,,,,,False,False,False,False
36,,Red Hat Linux Distribution,,,,Existing Page,https://linuxsecurity.com/advisories/red-hat,,,Red Hat Linux Distribution,,,,Red Hat Linux Distribution,Advisory: Red Hat Essential and Critical Security Patch Updates,Red Hat Linux Distribution - Security Advisories | LinuxSecurity.com,Red Hat Essential and Critical Security Patch Updates,53,https://linuxsecurity.com/advisories/red-hat,Red Hat Linux Distribution - Security Advisories LinuxSecurity.com is the community's central source for information on Linux and open source security. We follo,"Essential security updates for Red Hat. Safeguard your Red Hat Linux distribution with critical patches, ensuring robust protection.",132,Website Page,,,,,,,,,,,36,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Advisory: Red Hat Essential and Critical Security Patch Updates,red-hat,,index.php?option=com_sppagebuilder&view=page&id=56,,,SP Page Builder Module,56,xu5gc_sppagebuilder,,,,,,,False,False,False,False
37,,RockyLinux Distribution,,,,Combine Pages,https://linuxsecurity.com/advisories/rockylinux,,,RockyLinux Distribution,,,,RockyLinux Distribution,Advisory: RockyEssential and Critical Security Patch Updates,RockyLinux Distribution - Security Advisories - Page 1 | LinuxSecur...,RockyEssential and Critical Security Patch Updates,50,https://linuxsecurity.com/advisories/rockylinux,RockyLinux Distribution - Security Advisories - Page 1 LinuxSecurity.com is the community's central source for information on Linux and open source security. We,"Critical security updates for Rocky Linux. Strengthen your distribution with essential patches, ensuring a fortified and secure system.",135,Website Page,,,,,,,,,,,37,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Advisory: RockyEssential and Critical Security Patch Updates,rockylinux,,index.php?option=com_sppagebuilder&view=page&id=1198,,,SP Page Builder Module,1198,xu5gc_sppagebuilder,,,,,,,False,False,False,False
38,,RockyLinux Distribution,,,,Combine Pages,https://linuxsecurity.com/advisories/rockylinux/,,"duplicate, consider redirect to https://linuxsecurity.com/advisories/rockylinux",RockyLinux Distribution,,,,RockyLinux Distribution,,RockyLinux Distribution - Security Advisories - Page 1 | LinuxSecur...,,0,https://linuxsecurity.com/advisories/rockylinux/,RockyLinux Distribution - Security Advisories - Page 1 LinuxSecurity.com is the community's central source for information on Linux and open source security. We,,,Website Page,,,,,,,,,,,38,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,,,,index.php?option=com_sppagebuilder&view=page&id=1198,,,SP Page Builder Module,1198,xu5gc_sppagebuilder,,,,,,,False,False,False,False
39,,Scientific Linux Distribution,,,,Existing Page,https://linuxsecurity.com/advisories/scilinux,,,Scientific Linux Distribution,,,,Scientific Linux Distribution,Advisory: Scientific Essential and Critical Security Patch Updates,Scientific Linux Linux Distribution - Security Advisories | LinuxSe...,Scientific Essential and Critical Security Patch Updates,56,https://linuxsecurity.com/advisories/scilinux,Scientific Linux Linux Distribution - Security Advisories LinuxSecurity.com is the community's central source for information on Linux and open source security.,"Essential security updates for Scientific Linux. Fortify your distribution with critical patches, ensuring a robust and secure environment.",139,Website Page,,,,,,,,,,,39,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Advisory: Scientific Essential and Critical Security Patch Updates,scilinux,,index.php?option=com_sppagebuilder&view=page&id=57,,,SP Page Builder Module,57,xu5gc_sppagebuilder,,,,,,,False,False,False,False
40,,Slackware Linux Distribution,,,,Existing Page,https://linuxsecurity.com/advisories/slackware,,,Slackware Linux Distribution,,,,Slackware Linux Distribution,Advisory: Slackware Essential and Critical Security Patch Updates,Slackware Linux Distribution - Security Advisories | LinuxSecurity.com,Slackware Essential and Critical Security Patch Updates,55,https://linuxsecurity.com/advisories/slackware,Slackware Linux Distribution - Security Advisories LinuxSecurity.com is the community's central source for information on Linux and open source security. We fol,"Critical security updates for Slackware. Strengthen your distribution with essential patches, fortifying your system against vulnerabilities.",141,Website Page,,,,,,,,,,,40,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Advisory: Slackware Essential and Critical Security Patch Updates,slackware,,index.php?option=com_sppagebuilder&view=page&id=58,,,SP Page Builder Module,58,xu5gc_sppagebuilder,,,,,,,False,False,False,False
41,,SuSE Linux Distribution,,,,Existing Page,https://linuxsecurity.com/advisories/suse,,,SuSE Linux Distribution,,,,SuSE Linux Distribution,Advisory: SuSE Essential and Critical Security Patch Updates,SuSE Linux Distribution - Security Advisories | LinuxSecurity.com,SuSE Essential and Critical Security Patch Updates,50,https://linuxsecurity.com/advisories/suse,SuSE Linux Distribution - Security Advisories LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow t,"Critical security updates for SuSE. Bolster your SuSE Linux distribution with essential patches, ensuring a robust and secure system.",133,Website Page,,,,,,,,,,,41,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Advisory: SuSE Essential and Critical Security Patch Updates,suse,,index.php?option=com_sppagebuilder&view=page&id=59,,,SP Page Builder Module,59,xu5gc_sppagebuilder,,,,,,,False,False,False,False
42,,Ubuntu Linux Distribution,,,,Existing Page,https://linuxsecurity.com/advisories/ubuntu,,,Ubuntu Linux Distribution,,,,Ubuntu Linux Distribution,Advisory: Ubuntu Essential and Critical Security Patch Updates,Ubuntu Linux Distribution - Security Advisories - Page 1 | LinuxSec...,Ubuntu Essential and Critical Security Patch Updates,52,https://linuxsecurity.com/advisories/ubuntu,Ubuntu Linux Distribution - Security Advisories - Page 1 LinuxSecurity.com is the community's central source for information on Linux and open source security.,"Critical security updates for Ubuntu. Strengthen your Ubuntu Linux distribution with essential patches, ensuring resilient protection.",134,Website Page,,,,,,,,,,,42,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Advisory: Ubuntu Essential and Critical Security Patch Updates,ubuntu,,index.php?option=com_sppagebuilder&view=page&id=60,,,SP Page Builder Module,60,xu5gc_sppagebuilder,,,,,,,False,False,False,False
43,HOWTOs,,,,,Existing Page,https://linuxsecurity.com/howtos,,,Linux HOW TO Articles,,,,LinuxSecurity HOWTOs,In-Depth HOW TO Articles From The Expert,Learn from the Experts in LinuxSecurity HOWTO Articles,Read HOW TO Articles From The Expert in Linux Security,54,https://linuxsecurity.com/howtos,Learn from the Experts in LinuxSecurity HOWTO Articles LinuxSecurity.com is the community's central source for information on Linux and open source security. We,"Expert-level Linux how-to articles for comprehensive understanding. Master your Linux security with in-depth, insightful guides. Check us out now!",146,Website Page,,,,,,,,,,,43,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,In-Depth HOW TO Articles From The Expert,howtos,index.php?option=com_menu&view=metadescription&id=109,index.php?option=com_sppagebuilder&view=page&id=157,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=109,SP Page Builder Module,157,xu5gc_sppagebuilder,109,xu5gc_menu,,,109,xu5gc_menu,False,True,True,False
44,,Harden My Filesystem,,,,Existing Page,https://linuxsecurity.com/howtos/harden-my-filesystem,,,How To Harden My Filesystem,,,,How To Harden My Filesystem,How to: Harden My Filesystem in Linux,Harden My Filesystem | LinuxSecurity.com,How to Harden My Filesystem in Linux - Linux Security,53,https://linuxsecurity.com/howtos/harden-my-filesystem,Harden My Filesystem LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as,Secure your Linux filesystem with expert guidance. Step-by-step strategies to harden your system's defenses against vulnerabilities.,132,Website Page,,,,,,,,,,,44,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,How to: Harden My Filesystem in Linux,harden-my-filesystem,index.php?option=com_menu&view=metadescription&id=597,index.php?option=com_sppagebuilder&view=page&id=31,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=597,SP Page Builder Module,31,xu5gc_sppagebuilder,597,xu5gc_menu,,,597,xu5gc_menu,False,True,True,False
45,,Learn Tips and Tricks,,,,Existing Page,https://linuxsecurity.com/howtos/learn-tips-and-tricks,,,Linux Learn Tips and Tricks,,,,How to learn tips and tricks,Linux Learn Tips and Tricks,Learn Tips and Tricks | LinuxSecurity.com,Tips & Tricks to Take Your Linux Security to the Next Level,59,https://linuxsecurity.com/howtos/learn-tips-and-tricks,Learn Tips and Tricks Learn tips and tricks Find the HOWTO or step-by-step guide that you need right here.,Unlock the secrets of Linux with expert tips and tricks. Elevate your skills and fortify your security prowess with insider knowledge.,134,Website Page,,,,,,,,,,,45,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Linux Learn Tips and Tricks,learn-tips-and-tricks,index.php?option=com_menu&view=metadescription&id=598,index.php?option=com_sppagebuilder&view=page&id=32,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=598,SP Page Builder Module,32,xu5gc_sppagebuilder,598,xu5gc_menu,,,598,xu5gc_menu,False,True,True,False
46,,Secure My E-mail,,,,Existing Page,https://linuxsecurity.com/howtos/secure-my-e-mail,,,How to secure my e-mail,,,,How to secure my e-mail,How to: Secure My E-mail in Linux,Secure My E-mail | LinuxSecurity.com,Learn the Steps to Expertly Secure Your E-mail in Linux,55,https://linuxsecurity.com/howtos/secure-my-e-mail,Secure My E-mail LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they,Fortify your email security in Linux with expert guidance. Learn step-by-step strategies to safeguard your communications effectively.,134,Website Page,,,,,,,,,,,46,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,How to: Secure My E-mail in Linux,secure-my-e-mail,index.php?option=com_menu&view=metadescription&id=599,index.php?option=com_sppagebuilder&view=page&id=33,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=599,SP Page Builder Module,33,xu5gc_sppagebuilder,599,xu5gc_menu,,,599,xu5gc_menu,False,True,True,False
47,,Secure My Firewall,,,,Existing Page,https://linuxsecurity.com/howtos/secure-my-firewall,,,How to secure my firewall,,,,How to secure my firewall,How to: Secure My Firewall in Linux,Secure My Firewall | LinuxSecurity.com,Expert Guides to Master Securing Your Firewall in Linux,55,https://linuxsecurity.com/howtos/secure-my-firewall,Secure My Firewall LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as th,"Master the art of securing your Linux firewall. Step-by-step guidance to fortify your firewall, ensuring robust protection for your system.",139,Website Page,,,,,,,,,,,47,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,How to: Secure My Firewall in Linux,secure-my-firewall,index.php?option=com_menu&view=metadescription&id=600,index.php?option=com_sppagebuilder&view=page&id=34,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=600,SP Page Builder Module,34,xu5gc_sppagebuilder,600,xu5gc_menu,,,600,xu5gc_menu,False,True,True,False
48,,Secure My Network,,,,Existing Page,https://linuxsecurity.com/howtos/secure-my-network,,,How to secure my network,,,,How to secure my network,How to: Secure My Network in Linux,Secure My Network | LinuxSecurity.com,Master the Steps to Boost Your Network Security in Linux,56,https://linuxsecurity.com/howtos/secure-my-network,Secure My Network LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as the,"Empower your network security in Linux. Step-by-step guidance to fortify your network defenses, ensuring a robust and protected environment.",140,Website Page,,,,,,,,,,,48,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,How to: Secure My Network in Linux,secure-my-network,index.php?option=com_menu&view=metadescription&id=601,index.php?option=com_sppagebuilder&view=page&id=35,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=601,SP Page Builder Module,35,xu5gc_sppagebuilder,601,xu5gc_menu,,,601,xu5gc_menu,False,True,True,False
49,,Secure My Webserver,,,,Existing Page,https://linuxsecurity.com/howtos/secure-my-webserver,,,How to secure my webserver,,,,How to secure my webserver,How to: Secure My Webserver in Linux:,Secure My Webserver | LinuxSecurity.com, Secure Your Webserver Like a True Linux Security Master,56,https://linuxsecurity.com/howtos/secure-my-webserver,Secure My Webserver Find the HOWTO Secure my webserver or step-by-step guide that you need right here.,"Master the art of securing your Linux web server. Expert guidance to fortify your server, ensuring robust protection against threats.",133,Website Page,,,,,,,,,,,49,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,How to: Secure My Webserver in Linux:,secure-my-webserver,index.php?option=com_menu&view=metadescription&id=602,index.php?option=com_sppagebuilder&view=page&id=36,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=602,SP Page Builder Module,36,xu5gc_sppagebuilder,602,xu5gc_menu,,,602,xu5gc_menu,False,True,True,False
50,,Strengthen My Privacy,,,,Combine Pages,https://linuxsecurity.com/howtos/strengthen-my-privacy,,,How to strengthen my privacy,,,,How to strengthen my privacy,How to: Strengthen My Privacy in Linux,Strengthen My Privacy | LinuxSecurity.com,Expert Tips to Take Charge & Strengthen My Privacy in Linux,59,https://linuxsecurity.com/howtos/strengthen-my-privacy,Strengthen My Privacy LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as,Take charge of your privacy in Linux. Expert tips and strategies to fortify your privacy and keep your digital footprint secure. Check us out now!,146,Website Page,,,,,,,,,,,50,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,How to: Strengthen My Privacy in Linux,strengthen-my-privacy,index.php?option=com_menu&view=metadescription&id=603,index.php?option=com_sppagebuilder&view=page&id=37,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=603,SP Page Builder Module,37,xu5gc_sppagebuilder,603,xu5gc_menu,,,603,xu5gc_menu,False,True,True,False
51,,Strengthen My Privacy,,,,Combine Pages,https://linuxsecurity.com/howtos/strengthen-my-privacy/,,"duplicate, consider redirect to https://linuxsecurity.com/howtos/strengthen-my-privacy",How to strengthen my privacy,,,,How to strengthen my privacy,,Strengthen My Privacy - Page 1 | LinuxSecurity.com,,0,https://linuxsecurity.com/howtos/strengthen-my-privacy/,Strengthen My Privacy - Page 1 LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source,,,Website Page,,,,,,,,,,,51,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,,,,index.php?option=com_sppagebuilder&view=page&id=37,,,SP Page Builder Module,37,xu5gc_sppagebuilder,,,,,,,False,False,False,False
52,Featured Articles,,,,,Existing Page,https://linuxsecurity.com/features,,,Featured Linux Articles,,,,Feature Articles,Featured Linux Articles,Our Feature Articles Provide Information & Insights - Page 1,Featured Linux Articles that are Packed with Expert Advice,58,https://linuxsecurity.com/features,Our Feature Articles Provide Information & Insights - Page 1 Need in depth introduction to new security topic? Our features articles will bring up up-to-date on,"Uncover the best in Linux insights. Dive into our featured articles, packed with expert advice and cutting-edge Linux security strategies",137,Website Page,,,,,,,,,,,52,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Featured Linux Articles,features,index.php?option=com_menu&view=metadescription&id=110,index.php?option=com_sppagebuilder&view=page&id=40,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=110,SP Page Builder Module,40,xu5gc_sppagebuilder,110,xu5gc_menu,,,110,xu5gc_menu,False,True,True,False
53,,Must Read Articles,,,,Existing Page,https://linuxsecurity.com/features/must-read-articles,,,Must Read Linux Articles,,,,Must Read Articles,Must Read Linux Articles,Our Must Read Articles Provide Information & Insights from LinuxSec...,Must Read Linux Articles for Becoming a Linux Expert,52,https://linuxsecurity.com/features/must-read-articles,Our Must Read Articles Provide Information & Insights from LinuxSecurity Experts Need in depth introduction to new security topic? Our features articles will br,Essential reads for mastering Linux security. Dive into must-read articles packed with insights and strategies for fortified protection.,136,Website Page,,,,,,,,,,,53,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Must Read Linux Articles,must-read-articles,index.php?option=com_menu&view=metadescription&id=879,index.php?option=com_sppagebuilder&view=page&id=582,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=879,SP Page Builder Module,582,xu5gc_sppagebuilder,879,xu5gc_menu,,,879,xu5gc_menu,False,True,True,False
54,,Popular Linux Articles,,,,Rejected Suggestion ,inspiration from https://www.linuxinsider.com/most-popular,,,Popular Linux Articles,,,,,Popular Linux Articles,,Popular Linux Articles - Linux Security,39,,,"Discover the hottest Linux articles. Dive into trending insights, strategies, and expertise for fortified security at Linux Security.",133,,,,,,,,,,,,54,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Popular Linux Articles,most-popular,,,,,,,,,,,,,,False,False,False,False
55,,Linux Distro Review,,,,Rejected Suggestion ,"if applicable, inspiration from https://www.debugpoint.com/tag/linux-distro-review/",,,Linux Distro Review,,,,,Linux Distro Review,,Linux Distro Review - Linux Security,36,,,"Explore comprehensive Linux distro reviews. In-depth analysis and insights on security features, ensuring informed choices at Linux Security.",141,,,,,,,,,,,,55,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Linux Distro Review,,,,,,,,,,,,,,,False,False,False,False
56,Weekly Newsletters,,,,,Existing Page,https://linuxsecurity.com/newsletters,,,,,,,Subscribe to LinuxSecurity Weekly Newsletters,Subscribe to LinuxSecurity Weekly Newsletters,Subscribe to LinuxSecurity Newsletters to Stay Up-to-Date on the La...,Subscribe and Stay on top of the Latest LinuxSecurity News,58,https://linuxsecurity.com/newsletters,Subscribe to LinuxSecurity Newsletters to Stay Up-to-Date on the Latest News and Security Advisories Stay tuned with latest newsletters about whats happening in,"Stay ahead with exclusive LinuxSecurity updates. Subscribe to our weekly newsletters for the latest insights, news, and strategies.",131,Website Page,,,,,,,,,,,56,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Subscribe to LinuxSecurity Weekly Newsletters,newsletters,index.php?option=com_menu&view=metadescription&id=112,index.php?option=com_sppagebuilder&view=page&id=1898,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=112,SP Page Builder Module,1898,xu5gc_sppagebuilder,112,xu5gc_menu,,,112,xu5gc_menu,False,True,True,False
57,,Linux Advisory Watch,,,,Existing Page,https://linuxsecurity.com/newsletters/linux-advisory-watch,,,Linux Advisory Watch,,,,Subscribe to LinuxSecurity Weekly Newsletters,Linux Advisory Watch,Linux Advisory Watch - Page 1 | LinuxSecurity.com,Subscribe to Stay Ahead of Critical Linux Advisories,52,https://linuxsecurity.com/newsletters/linux-advisory-watch,Linux Advisory Watch - Page 1 The editorial staff at Guardian Digital will bring you complete coverage and in-depth descriptions of all security bulletins,Stay informed with the Linux Advisory Watch. Your comprehensive update on critical advisories and security insights for a fortified system.,139,Website Page,,,,,,,,,,,57,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",False,False,Linux Advisory Watch,linux-advisory-watch,,index.php?option=com_sppagebuilder&view=page&id=1898,,,SP Page Builder Module,1898,xu5gc_sppagebuilder,,,,,,,False,False,False,False
58,,Weekly Newsletters,,,,Existing Page,https://linuxsecurity.com/newsletter-subscribe,,,Weekly Newsletters,,,,Subscribe to LinuxSecurity Weekly Newsletters,Weekly Newsletters,Subscribe To LinuxSecurity Weekly Newsletters,Stay Informed with Our Weekly Linux Security Newsletters,56,https://linuxsecurity.com/newsletter-subscribe,"For nearly three decades, our weekly Linux Security Week and Linux Advisory Watch newsletters have been the leading source of security news, information and updates impacting the Linux community. Sign up now and see what you’re missing!","Stay updated weekly with Linux Security newsletters. Your go-to source for the latest insights, news, and strategies in cybersecurity",133,Website Page,,,,,,,,,,,58,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,True,Weekly Newsletters,newsletter-subscribe,index.php?option=com_menu&view=metadescription&id=1424,index.php?option=com_sppagebuilder&view=page&id=1898,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=1424,SP Page Builder Module,1898,xu5gc_sppagebuilder,1424,xu5gc_menu,,,1424,xu5gc_menu,False,True,True,False
59,,Linux Advisory Watch Archive,,,,Existing Page,https://linuxsecurity.com/newsletters/linux-advisory-watch-archives,,,Linux Advisory Watch Archive,,,,Subscribe to LinuxSecurity Weekly Newsletters,Linux Advisory Watch Archive,Linux Advisory Watch Archive | LinuxSecurity.com,Learn from the Past with our Linux Advisory Watch Archive,57,https://linuxsecurity.com/newsletters/linux-advisory-watch-archives,Linux Advisory Watch Archive The editorial staff at Guardian Digital will bring you complete coverage and in-depth descriptions of all security bulletins,Delve into the past of Linux Advisory Watch. Explore the archive for historical insights and valuable security updates at Linux Security.,137,Website Page,,,,,,,,,,,59,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Linux Advisory Watch Archive,linux-advisory-watch-archives,index.php?option=com_menu&view=metadescription&id=678,index.php?option=com_sppagebuilder&view=page&id=2371,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=678,SP Page Builder Module,2371,xu5gc_sppagebuilder,678,xu5gc_menu,,,678,xu5gc_menu,False,True,True,False
60,LinuxSecurity Community Polls,,,,,Existing Page,https://linuxsecurity.com/polls,,,LinuxSecurity Community Polls,,,,LinuxSecurity Community Polls,LinuxSecurity Polls,Share Your Thoughts & See How You Compare by Participating in Our C...,Share Your Perspective with Our Community Using Our Polls,57,https://linuxsecurity.com/polls,Share Your Thoughts & See How You Compare by Participating in Our Community Polls LinuxSecurity.com is the community's central source for information on Linux a,"Join the conversation in the LinuxSecurity community polls. Share insights, compare thoughts, and engage with our community perspectives.",137,Website Page,,,,,,,,,,,60,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,True,LinuxSecurity Polls,polls,index.php?option=com_menu&view=metadescription&id=113,index.php?option=com_sppagebuilder&view=page&id=205,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=113,SP Page Builder Module,205,xu5gc_sppagebuilder,113,xu5gc_menu,,,113,xu5gc_menu,False,True,True,False
61,Security Dictionary,,,,,Existing Page,https://linuxsecurity.com/security-dictionary,,,Security Dictionary,,,,Security Dictionary,Security Dictionary,LinuxSecurity Security Dictionary,Use the Linux Security Language like an Absolute Expert,55,https://linuxsecurity.com/security-dictionary,LinuxSecurity Security Dictionary LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open sour,"Unlock the language of security. Navigate our comprehensive Security Dictionary for insights, definitions, and clarity in the world of cybersecurity.",149,Website Page,,,,,,,,,,,61,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Security Dictionary,security-dictionary,index.php?option=com_menu&view=metadescription&id=255,index.php?option=com_sppagebuilder&view=page&id=141,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=255,SP Page Builder Module,141,xu5gc_sppagebuilder,255,xu5gc_menu,,,255,xu5gc_menu,False,True,True,False
62,Who We Are,,,,,Existing Page,https://linuxsecurity.com/about,,,Who We Are,,,,Who We Are,Who We Are,About LinuxSecurity.com - Who We Are,Explore Who the Linux Security Experts Are & More!,50,https://linuxsecurity.com/about,About LinuxSecurity.com - Who We Are LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open s,"Champions of Linux security. Explore our ethos, expertise, and dedication shaping a safer digital world at LinuxSecurity.com. Check us mow!",139,Website Page,,,,,,,,,,,62,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,Who We Are,about,index.php?option=com_menu&view=metadescription&id=114,index.php?option=com_sppagebuilder&view=page&id=387,,index.php?option=com_menu&view=metadescription&id=114,SP Page Builder,387,xu5gc_sppagebuilder,114,xu5gc_menu,,,114,xu5gc_menu,False,True,True,False
63,,Advertising Opportunities,,,,Combine Pages,https://linuxsecurity.com/about/advertise,,,Advertising Opportunities,,,,LinuxSecurity: Advertising Opportunities,LinuxSecurity: Advertising Opportunities,Advertise with LinuxSecurity.com,Learn What it Takes to Advertise with LinuxSecurity.com,55,https://linuxsecurity.com/about/advertise,Advertise with LinuxSecurity.com LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open sourc,Reach the Linux security community. Explore our advertising opportunities to connect with a dedicated audience seeking innovative solutions.,140,Website Page,,,,,,,,,,,63,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,LinuxSecurity: Advertising Opportunities,advertise,index.php?option=com_menu&view=metadescription&id=234,index.php?option=com_sppagebuilder&view=page&id=1337,,index.php?option=com_menu&view=metadescription&id=234,SP Page Builder,1337,xu5gc_sppagebuilder,234,xu5gc_menu,,,234,xu5gc_menu,False,True,True,False
64,,Legal Notice,,,,Existing Page,https://linuxsecurity.com/about/legal-notice,,,Legal Notice,,,,Legal Notice,Legal Notice,LinuxSecurity.com Legal Notice,Take a Deep Dive into LinuxSecurity's Legal Notice,50,https://linuxsecurity.com/about/legal-notice,LinuxSecurity.com Legal Notice LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source,"Understand our legal standing. Dive into our clear and concise legal notice, ensuring transparency and reliability with LinuxSecurity.com.",138,Website Page,,,,,,,,,,,64,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,Legal Notice,legal-notice,index.php?option=com_menu&view=metadescription&id=235,index.php?option=com_sppagebuilder&view=page&id=505,,index.php?option=com_menu&view=metadescription&id=235,SP Page Builder,505,xu5gc_sppagebuilder,235,xu5gc_menu,,,235,xu5gc_menu,False,True,True,False
